Subject,Number,Course Title,Year,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,averageGPA,studentCount,courseDesc
CS,173,Discrete Structures,2011,Fall,"Fleck, Margaret M",14,25,16,29,22,17,14,17,15,8,9,7,4,1,2.734,198,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2011,Spring,"Fleck, Margaret M",12,30,21,37,28,18,30,26,20,15,16,4,30,0,2.419,287,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2012,Fall,"Fleck, Margaret M",20,46,34,42,51,32,33,31,21,18,13,7,8,1,2.76,357,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2012,Spring,"Pittman, Lance C",1,0,8,5,2,8,4,0,1,0,0,1,0,0,2.968,30,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2013,Fall,"Fleck, Margaret M",18,40,29,43,40,32,26,29,25,8,8,6,13,3,2.745,320,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2013,Fall,"Parthasarathy, Madhusudan",1,6,1,3,6,1,4,1,5,1,1,0,0,0,2.8110000000000004,30,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2013,Spring,"Fleck, Margaret M",19,57,51,48,58,37,31,30,14,11,10,8,9,4,2.897,387,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2014,Fall,"Fleck, Margaret M",19,73,61,58,71,34,28,24,11,21,13,10,12,3,2.915,438,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2014,Fall,"Parthasarathy, Madhusudan",0,7,4,4,7,2,1,1,0,2,1,0,0,0,3.115,29,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2014,Spring,"Fleck, Margaret M",36,42,54,48,75,40,30,34,15,12,9,8,14,1,2.866,418,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2015,Fall,"Fleck, Margaret M",41,86,88,63,73,53,36,26,16,11,11,5,3,1,3.111,513,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2015,Spring,"Fleck, Margaret M",17,103,103,89,80,34,31,22,15,14,10,4,6,2,3.14,530,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2016,Fall,"Fleck, Margaret M",21,79,81,66,71,59,33,38,12,14,9,7,5,7,3.016,502,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2016,Spring,"Fleck, Margaret M",37,112,59,83,74,35,27,19,8,5,25,3,14,3,3.0980000000000003,504,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2017,Fall,"Fleck, Margaret M",23,91,81,80,73,57,32,37,13,4,12,9,10,4,3.035,526,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2017,Spring,"Fleck, Margaret M",39,135,82,74,76,38,33,45,15,9,9,5,6,2,3.161,568,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2018,Fall,"Evans, Graham C",11,42,29,17,24,20,12,6,6,3,5,1,5,1,3.094,182,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2018,Fall,"Warnow, Tandy",45,38,13,20,22,13,11,7,4,4,4,4,4,0,3.2030000000000003,189,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2018,Spring,"Fleck, Margaret M",26,83,57,50,51,35,28,18,7,9,9,3,3,3,3.1510000000000002,382,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2018,Spring,"Meseguer, Jose",21,18,17,7,11,10,8,11,12,5,3,4,3,1,2.88,131,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2019,Spring,"Fleck, Margaret M",13,73,59,78,45,45,25,26,7,9,9,5,7,1,3.0469999999999997,402,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,173,Discrete Structures,2019,Spring,"Varodayan, David",11,30,33,18,25,14,21,17,6,3,4,5,5,0,2.926,192,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
CS,196,Freshman Honors,2010,Fall,"Angrave, Lawrence C",31,10,4,0,0,0,0,0,0,0,0,0,5,2,3.574,52,Offered for honors credit in conjunction with other 100-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated. 
CS,196,Freshman Honors,2010,Fall,"Kumar, Viraj",6,2,1,5,0,2,3,2,1,0,4,0,1,1,2.753,28,Offered for honors credit in conjunction with other 100-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated. 
