courseNo,courseTitle,year,term,primaryInstructor,aPlus,a,aMinus,bPlus,b,bMinus,cPlus,c,cMinus,dPlus,d,dMinus,f,courseDesc
173,Discrete Structures,2011,Fall,"Fleck, Margaret M",14,25,16.0,29.0,22,17.0,14.0,17,15.0,8.0,9,7.0,4,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2011,Spring,"Fleck, Margaret M",12,30,21.0,37.0,28,18.0,30.0,26,20.0,15.0,16,4.0,30,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2012,Fall,"Fleck, Margaret M",20,46,34.0,42.0,51,32.0,33.0,31,21.0,18.0,13,7.0,8,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2012,Spring,"Pittman, Lance C",1,0,8.0,5.0,2,8.0,4.0,0,1.0,0.0,0,1.0,0,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2013,Fall,"Fleck, Margaret M",18,40,29.0,43.0,40,32.0,26.0,29,25.0,8.0,8,6.0,13,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2013,Fall,"Parthasarathy, Madhusudan",1,6,1.0,3.0,6,1.0,4.0,1,5.0,1.0,1,0.0,0,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2013,Spring,"Fleck, Margaret M",19,57,51.0,48.0,58,37.0,31.0,30,14.0,11.0,10,8.0,9,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2014,Fall,"Fleck, Margaret M",19,73,61.0,58.0,71,34.0,28.0,24,11.0,21.0,13,10.0,12,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2014,Fall,"Parthasarathy, Madhusudan",0,7,4.0,4.0,7,2.0,1.0,1,0.0,2.0,1,0.0,0,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2014,Spring,"Fleck, Margaret M",36,42,54.0,48.0,75,40.0,30.0,34,15.0,12.0,9,8.0,14,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2015,Fall,"Fleck, Margaret M",41,86,88.0,63.0,73,53.0,36.0,26,16.0,11.0,11,5.0,3,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2015,Spring,"Fleck, Margaret M",17,103,103.0,89.0,80,34.0,31.0,22,15.0,14.0,10,4.0,6,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2016,Fall,"Fleck, Margaret M",21,79,81.0,66.0,71,59.0,33.0,38,12.0,14.0,9,7.0,5,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2016,Spring,"Fleck, Margaret M",37,112,59.0,83.0,74,35.0,27.0,19,8.0,5.0,25,3.0,14,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2017,Fall,"Fleck, Margaret M",23,91,81.0,80.0,73,57.0,32.0,37,13.0,4.0,12,9.0,10,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2017,Spring,"Fleck, Margaret M",39,135,82.0,74.0,76,38.0,33.0,45,15.0,9.0,9,5.0,6,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2018,Fall,"Evans, Graham C",11,42,29.0,17.0,24,20.0,12.0,6,6.0,3.0,5,1.0,5,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2018,Fall,"Warnow, Tandy",45,38,13.0,20.0,22,13.0,11.0,7,4.0,4.0,4,4.0,4,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2018,Spring,"Fleck, Margaret M",26,83,57.0,50.0,51,35.0,28.0,18,7.0,9.0,9,3.0,3,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2018,Spring,"Meseguer, Jose",21,18,17.0,7.0,11,10.0,8.0,11,12.0,5.0,3,4.0,3,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2019,Spring,"Fleck, Margaret M",13,73,59.0,78.0,45,45.0,25.0,26,7.0,9.0,9,5.0,7,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
173,Discrete Structures,2019,Spring,"Varodayan, David",11,30,33.0,18.0,25,14.0,21.0,17,6.0,3.0,4,5.0,5,"Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213.  "
196,Freshman Honors,2010,Fall,"Angrave, Lawrence C",31,10,4.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,5,Offered for honors credit in conjunction with other 100-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
196,Freshman Honors,2010,Fall,"Kumar, Viraj",6,2,1.0,5.0,0,2.0,3.0,2,1.0,0.0,4,0.0,1,Offered for honors credit in conjunction with other 100-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
196,Freshman Honors,2010,Spring,"Gambill, Thomas N",0,47,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1,Offered for honors credit in conjunction with other 100-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
196,Freshman Honors,2011,Fall,"Angrave, Lawrence C",8,38,10.0,4.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,Offered for honors credit in conjunction with other 100-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
196,Freshman Honors,2011,Spring,"Fleck, Margaret M",2,19,9.0,2.0,3,0.0,0.0,1,0.0,0.0,1,0.0,0,Offered for honors credit in conjunction with other 100-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
196,Freshman Honors,2012,Fall,"Angrave, Lawrence C",9,27,10.0,3.0,0,0.0,0.0,0,1.0,0.0,0,0.0,2,Offered for honors credit in conjunction with other 100-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated.
